pnum,age,gender,practice,phase,timerPhase,tnum,stimPos,stimType,congruent,firstResp,firstRT,postResp,postRT,frameRate,ITI,trigger,winszX,winszY
2,2,3,1,1,2.554,0,0,0,1,-1,-1.00000,-1,-1.00000,0.01658,25,101,800,600
2,2,3,1,1,5.106,1,0,1,1,-1,-1.00000,-1,-1.00000,0.01658,37,111,800,600
