pnum,age,gender,practice,phase,timerPhase,tnum,stimPos,stimType,congruent,firstResp,firstRT,postResp,postRT,frameRate,ITI,trigger,winszX,winszY
2,2,3,1,1,1.926,0,0,0,1,0,0.65250,-1,-1.00000,0.01667,26,101,2560,1440
2,2,3,1,1,3.744,1,1,0,1,1,0.73534,-1,-1.00000,0.01667,25,104,2560,1440
