pnum,age,gender,practice,phase,timerPhase,tnum,stimPos,stimType,congruent,firstResp,firstRT,postResp,postRT,frameRate,ITI,trigger,winszX,winszY
2,2,3,1,1,2.596,0,1,1,1,-1,-1.00000,-1,-1.00000,0.01660,28,114,800,600
2,2,3,1,1,4.016,1,1,0,1,0,0.13677,-1,-1.00000,0.01660,35,104,800,600
